,0
0,https://www.antaranews.com/berita/3819438/cavaliers-tundukkan-warriors-118-110
1,https://www.antaranews.com/berita/3819387/menang-mudah-celtics-kalahkan-raptors-117-94
2,https://www.antaranews.com/berita/3819351/milwaukee-bucks-kalah-112-97-dari-orlando-magic
3,https://www.antaranews.com/foto/3819243/nba-cleveland-cavaliers-bekuk-golden-state-warriors-118-110
4,https://www.antaranews.com/foto/3819207/nba-boston-celtic-kalahkan-toronto-raptors-117-94
5,https://www.antaranews.com/berita/3818808/kembangkan-timnas-perbasi-pantau-pemain-muda-di-seluruh-indonesia
6,https://www.antaranews.com/berita/3818802/indonesia-patriots-tidak-berpartisipasi-di-ibl-2024
7,https://www.antaranews.com/berita/3818565/nba-in-season-tournament-lebron-menolak-tua-dan-doncic-cetak-44-poin
8,https://www.antaranews.com/foto/3818196/nba-mavericks-menang-atas-clippers-144-126
9,https://www.antaranews.com/foto/3818025/nba-houston-rockets-menjamu-new-orleans-pelicans
10,https://www.antaranews.com/berita/3816876/giannis-antetokounmpo-cetak-54-poin-saat-bucks-dikalahkan-pacers
11,https://www.antaranews.com/foto/3816420/nba-milwaukee-bucks-bertandang-ke-markas-indiana-pacers
12,https://www.antaranews.com/berita/3816411/kelly-purwanto-perpanjang-kontrak-dengan-hangtuah-di-usia-40-tahun
13,https://www.antaranews.com/berita/3816378/firman-dwi-nugroho-lanjut-bersama-dewa-united-di-ibl-2024
14,https://www.antaranews.com/berita/3816351/hardianus-berpisah-dengan-satria-muda-setelah-10-tahun
15,https://www.antaranews.com/berita/3825741/brandon-jawato-kembali-ke-pelita-jaya
16,https://www.antaranews.com/foto/3825735/nba-bucks-menang-atas-raptors-128-112
17,https://www.antaranews.com/berita/3823167/althof-satrio-perpanjang-kontrak-tiga-tahun-di-rans
18,https://www.antaranews.com/berita/3821217/henry-lakay-tetap-bersama-satya-wacana-di-musim-ketujuh
19,https://www.antaranews.com/berita/3823149/most-improved-player-ibl-2023-bergabung-ke-rans
20,https://www.antaranews.com/foto/3823689/nba-atlanta-hawks-tekuk-detroit-pistons-126-120
21,https://www.antaranews.com/berita/3822300/pascal-siakam-selamatkan-raptors-dari-kekalahan-atas-wizards
22,https://www.antaranews.com/berita/3821205/kaleb-jadi-magnet-hardianus-gabung-dewa-united
23,https://www.antaranews.com/berita/3821139/firdhan-ingin-melawan-reza-guntara-di-final-ibl-2024
24,https://www.antaranews.com/berita/3823854/pacers-hentikan-delapan-kemenangan-beruntun-76ers
25,https://www.antaranews.com/berita/3814755/raih-enam-kemenangan-beruntun-76ers-geser-celtics-di-puncak
26,https://www.antaranews.com/berita/3814680/rans-punya-nama-dan-markas-baru-jelang-ibl-2024
27,https://www.antaranews.com/berita/3814656/reza-guntara-pindah-ke-pelita-jaya
28,https://www.antaranews.com/berita/3812523/pacific-caesar-surabaya-rilis-tim-pelatih-baru
29,https://www.antaranews.com/berita/3812223/tim-putri-sma-jubilee-lolos-ke-final-dbl-dki-jakarta
30,https://www.antaranews.com/berita/3811020/jokic-cetak-triple-double-ke-108-di-kemenangan-nuggets-atas-pelicans
31,https://www.antaranews.com/berita/3810966/performa-wemby-naik-turun-spurs-kalah-152-111-dari-pacers
32,https://www.antaranews.com/berita/3810888/knicks-rusak-debut-harden-bersama-clippers
33,https://www.antaranews.com/berita/3808968/selesaikan-turnamen-di-malaysia-timnas-basket-muda-kian-padu
34,https://www.antaranews.com/berita/3808785/my-pertamina-dash-basketball-jadi-ajang-pembibitan-pebasket-muda
35,https://www.antaranews.com/foto/3808191/nba-denver-nuggets-vs-chicago-bulls
36,https://www.antaranews.com/berita/3808002/tiket-final-dbl-dki-indonesia-arena-dijual-mulai-rp50-ribu
37,https://www.antaranews.com/foto/3807399/nba-denver-nuggets-libas-dallas-mavericks-125-114
38,https://www.antaranews.com/foto/3807258/nba-indiana-pacers-tekuk-tim-tamunya-cleveland-cavaliers
39,https://www.antaranews.com/berita/3807165/dbl-dki-sma-ipeka-puri-kalahkan-sman-71
40,https://www.antaranews.com/berita/3825741/brandon-jawato-kembali-ke-pelita-jaya
41,https://www.antaranews.com/foto/3825735/nba-bucks-menang-atas-raptors-128-112
42,https://www.antaranews.com/berita/3823167/althof-satrio-perpanjang-kontrak-tiga-tahun-di-rans
43,https://www.antaranews.com/berita/3821217/henry-lakay-tetap-bersama-satya-wacana-di-musim-ketujuh
44,https://www.antaranews.com/berita/3823149/most-improved-player-ibl-2023-bergabung-ke-rans
45,https://www.antaranews.com/foto/3823689/nba-atlanta-hawks-tekuk-detroit-pistons-126-120
46,https://www.antaranews.com/berita/3822300/pascal-siakam-selamatkan-raptors-dari-kekalahan-atas-wizards
47,https://www.antaranews.com/berita/3821205/kaleb-jadi-magnet-hardianus-gabung-dewa-united
48,https://www.antaranews.com/berita/3821139/firdhan-ingin-melawan-reza-guntara-di-final-ibl-2024
49,https://www.antaranews.com/berita/3823854/pacers-hentikan-delapan-kemenangan-beruntun-76ers
50,https://www.antaranews.com/berita/3807162/di-dbl-putri-sman-71-dan-jubilee-lewati-rintangan-pertama
51,https://www.antaranews.com/berita/3807159/rajawali-medan-wakili-sumatera-di-ibl-2024
52,https://www.antaranews.com/berita/3805761/wemby-kian-bersinar-cetak-38-poin-bekuk-suns-dua-kali
53,https://www.antaranews.com/berita/3805752/indonesia-elite-siap-hadapi-turnamen-di-malaysia
54,https://www.antaranews.com/berita/3805518/menempa-anak-muda-menjadi-juara
55,https://www.antaranews.com/berita/3805143/kevin-durant-jadi-pebasket-ke-12-yang-sentuh-27000-poin
56,https://www.antaranews.com/berita/3805065/jacob-lobbu-merapat-ke-prawira-harum-bandung
57,https://www.antaranews.com/berita/3804138/abraham-damar-tawaran-sm-datang-di-waktu-yang-tepat
58,https://www.antaranews.com/berita/3804105/timberwolves-beri-kekalahan-pertama-pada-nuggets
59,https://www.antaranews.com/berita/3804084/rans-pik-basketball-datangkan-kepala-pelatih-juara-ibl
60,https://www.antaranews.com/foto/3803895/nba-nuggets-keok-di-markas-timberwolves
61,https://www.antaranews.com/foto/3803850/nba-boston-celtics-hajar-indiana-pacers-155-104
62,https://www.antaranews.com/berita/3803835/pelita-jaya-datangkan-dua-big-man
63,https://www.antaranews.com/berita/3803748/rio-disi-mulai-membangun-chemistry-dengan-dewa-united
64,https://www.antaranews.com/berita/3803280/16-tim-akan-bersaing-untuk-final-dbl-di-indonesia-arena
65,https://www.antaranews.com/berita/3825741/brandon-jawato-kembali-ke-pelita-jaya
66,https://www.antaranews.com/foto/3825735/nba-bucks-menang-atas-raptors-128-112
67,https://www.antaranews.com/berita/3823167/althof-satrio-perpanjang-kontrak-tiga-tahun-di-rans
68,https://www.antaranews.com/berita/3821217/henry-lakay-tetap-bersama-satya-wacana-di-musim-ketujuh
69,https://www.antaranews.com/berita/3823149/most-improved-player-ibl-2023-bergabung-ke-rans
70,https://www.antaranews.com/foto/3823689/nba-atlanta-hawks-tekuk-detroit-pistons-126-120
71,https://www.antaranews.com/berita/3822300/pascal-siakam-selamatkan-raptors-dari-kekalahan-atas-wizards
72,https://www.antaranews.com/berita/3821205/kaleb-jadi-magnet-hardianus-gabung-dewa-united
73,https://www.antaranews.com/berita/3821139/firdhan-ingin-melawan-reza-guntara-di-final-ibl-2024
74,https://www.antaranews.com/berita/3823854/pacers-hentikan-delapan-kemenangan-beruntun-76ers
75,https://www.antaranews.com/berita/3802740/arighi-tetap-di-pelita-jaya-musim-depan
76,https://www.antaranews.com/berita/3802587/james-harden-pindah-ke-la-clippers
77,https://www.antaranews.com/berita/3802242/knicks-menang-109-91-atas-cavs
78,https://www.antaranews.com/foto/3802125/nba-san-antonio-spurs-menang-tipis-115-114-atas-phoenix-suns
79,https://www.antaranews.com/foto/3801960/nba-new-york-knicks-taklukan-cleveland-cavaliers-109-91
80,https://www.antaranews.com/berita/3800010/perbasi-berencana-sekolahkan-pebasket-muda-indonesia-di-lithuania
81,https://www.antaranews.com/berita/3799944/dewa-united-banyak-petik-pelajaran-setelah-latihan-di-filipina
82,https://www.antaranews.com/berita/3799941/perbasi-proyeksikan-pengembangan-timnas-basket-muda-minimal-lima-tahun
83,https://www.antaranews.com/berita/3799530/kembangkan-pemain-muda-perbasi-kerja-sama-dengan-basket-lithuania
84,https://www.antaranews.com/berita/3799077/burung-enggang-di-logo-borneo-hornbills-gemakan-basket-kalimantan
85,https://www.antaranews.com/berita/3798726/juara-bertahan-nuggets-ajari-pemain-muda-thunder-128-95
86,https://www.antaranews.com/berita/3798672/klay-thompson-duduki-peringkat-10-pencetak-tripoin-terbanyak-nba
87,https://www.antaranews.com/berita/3798615/wembanyama-kembali-dapat-pelajaran-spurs-takluk-83-123-dari-clippers
88,https://www.antaranews.com/foto/3798546/nba-warriors-menang-106-95-atas-rockets
89,https://www.antaranews.com/berita/3798162/final-honda-dbl-2023-jakarta-series-akan-digelar-di-indonesia-arena
90,https://www.antaranews.com/berita/3825741/brandon-jawato-kembali-ke-pelita-jaya
